task_id,system_mode,complexity,domain,action_keyword,intended,n_smells,smells,n_smells_defs,smells_defs,n_extra_stmts,n_functions,n_stub,longest_body,sloc,cyclomatic,maintainability,halstead_volume,halstead_difficulty,halstead_effort,cognitive,comment_density,api_calls,n_output_tokens
data_clumps_basic_004,emphatic,basic,Scientific Computing,Measure,,1,magic_number,1,magic_number,3,3,0,1,14.000,5.000,91.157,51.891,1.111,57.657,3.000,42.857,4.000,151
data_clumps_basic_005,emphatic,basic,General Software,Design,,0,,0,,0,5,5,1,10.000,5.000,100.000,0.000,0.000,0.000,0.000,50.000,0.000,112
data_clumps_basic_006,emphatic,basic,E-commerce,Recommend,,2,duplicate_code;magic_number,2,duplicate_code;magic_number,0,4,0,5,25.000,12.000,67.875,169.216,1.000,169.216,8.000,32.000,3.000,622
data_clumps_intermediate_001,emphatic,intermediate,Finance,Recommend,,1,inefficient_loop,1,inefficient_loop,0,8,0,5,50.000,21.000,59.420,220.810,2.308,509.562,2.000,4.000,3.000,518
data_clumps_intermediate_002,emphatic,intermediate,Healthcare,Recommend,,0,,0,,5,4,0,4,24.000,11.000,76.373,101.950,3.692,376.432,4.000,16.667,6.000,316
data_clumps_intermediate_003,emphatic,intermediate,Scientific Computing,Write,,1,long_parameter_list,2,dead_code;long_parameter_list,4,7,0,3,28.000,15.000,100.000,0.000,0.000,0.000,0.000,14.286,12.000,354
data_clumps_intermediate_004,emphatic,intermediate,General Software,Evaluate,,1,long_parameter_list,1,long_parameter_list,0,4,0,6,18.000,8.000,83.945,27.000,1.000,27.000,2.000,16.667,4.000,319
data_clumps_intermediate_005,emphatic,intermediate,E-commerce,Write,,1,long_parameter_list,1,long_parameter_list,0,4,0,6,14.000,6.000,100.000,0.000,0.000,0.000,0.000,21.429,1.000,221
data_clumps_intermediate_006,emphatic,intermediate,Finance,Implement,,1,inefficient_loop,1,inefficient_loop,0,8,0,5,50.000,21.000,59.420,220.810,2.308,509.562,2.000,4.000,3.000,518
data_clumps_advanced_001,emphatic,advanced,Healthcare,Measure,,0,,0,,1,5,0,2,36.000,10.000,76.983,39.863,1.000,39.863,3.000,13.889,7.000,349
data_clumps_advanced_002,emphatic,advanced,Scientific Computing,Report,,2,long_parameter_list;magic_number,2,long_parameter_list;magic_number,0,5,0,9,45.000,12.000,72.275,51.806,2.000,103.612,5.000,11.111,5.000,482
data_clumps_advanced_003,emphatic,advanced,General Software,Evaluate,,2,dead_code;long_parameter_list,2,dead_code;long_parameter_list,0,5,0,9,20.000,7.000,100.000,0.000,0.000,0.000,0.000,20.000,1.000,298
data_clumps_advanced_004,emphatic,advanced,E-commerce,Recommend,,0,,0,,0,6,4,1,13.000,8.000,100.000,0.000,0.000,0.000,0.000,30.769,1.000,104
data_clumps_advanced_005,emphatic,advanced,Finance,Recommend,,0,,0,,1,5,0,2,36.000,10.000,76.983,39.863,1.000,39.863,3.000,13.889,7.000,349
data_clumps_advanced_006,emphatic,advanced,Healthcare,Design,,2,long_parameter_list;magic_number,2,long_parameter_list;magic_number,0,5,0,9,45.000,12.000,72.275,51.806,2.000,103.612,5.000,11.111,5.000,482
duplicated_code_basic_001,emphatic,basic,E-commerce,Design,duplicate_code,1,duplicate_code,0,,0,3,0,2,19.000,6.000,100.000,0.000,0.000,0.000,6.000,0.000,1.000,185
duplicated_code_basic_002,emphatic,basic,Finance,Measure,duplicate_code,0,,0,,0,3,0,1,6.000,3.000,73.070,25.266,0.500,12.633,0.000,0.000,0.000,60
duplicated_code_basic_003,emphatic,basic,Healthcare,Analyze,duplicate_code,0,,0,,0,2,0,3,14.000,4.000,62.297,57.059,0.750,42.794,2.000,0.000,0.000,149
duplicated_code_basic_004,emphatic,basic,Scientific Computing,Recommend,duplicate_code,1,broad_except,1,broad_except,0,5,0,1,38.000,8.000,100.000,0.000,0.000,0.000,3.000,0.000,8.000,295
duplicated_code_basic_005,emphatic,basic,General Software,Analyze,duplicate_code,2,duplicate_code;magic_number,2,duplicate_code;magic_number,0,6,0,5,45.000,25.000,68.448,127.438,1.594,203.104,11.000,13.333,6.000,399
duplicated_code_basic_006,emphatic,basic,E-commerce,Measure,duplicate_code,0,,0,,0,3,0,1,19.000,6.000,100.000,0.000,0.000,0.000,3.000,47.368,3.000,282
duplicated_code_basic_007,emphatic,basic,Finance,Recommend,duplicate_code,1,duplicate_code,0,,0,3,0,2,19.000,6.000,100.000,0.000,0.000,0.000,6.000,0.000,1.000,185
duplicated_code_intermediate_001,emphatic,intermediate,Healthcare,Analyze,duplicate_code,0,,0,,0,7,0,4,39.000,19.000,75.253,88.811,0.500,44.405,12.000,25.641,7.000,447
duplicated_code_intermediate_002,emphatic,intermediate,Scientific Computing,Recommend,duplicate_code,2,broad_except;duplicate_code,2,broad_except;duplicate_code,1,8,0,3,58.000,18.000,58.538,64.529,3.000,193.588,7.000,3.448,12.000,582
duplicated_code_intermediate_003,emphatic,intermediate,General Software,Measure,duplicate_code,0,,1,dead_code,4,6,0,2,38.000,12.000,61.490,55.507,1.500,83.260,8.000,2.632,11.000,470
duplicated_code_intermediate_004,emphatic,intermediate,E-commerce,Evaluate,duplicate_code,0,,0,,0,3,0,4,16.000,3.000,89.980,68.532,1.000,68.532,0.000,56.250,6.000,273
duplicated_code_intermediate_005,emphatic,intermediate,Finance,Implement,duplicate_code,3,broad_except;dead_code;duplicate_code,3,broad_except;dead_code;duplicate_code,3,7,0,3,59.000,18.000,61.960,97.702,2.500,244.256,12.000,8.475,10.000,508
duplicated_code_intermediate_006,emphatic,intermediate,Healthcare,Design,duplicate_code,0,,0,,0,7,0,4,39.000,19.000,75.253,88.811,0.500,44.405,12.000,25.641,7.000,447
duplicated_code_intermediate_007,emphatic,intermediate,Scientific Computing,Measure,duplicate_code,2,broad_except;duplicate_code,2,broad_except;duplicate_code,1,8,0,3,58.000,18.000,58.538,64.529,3.000,193.588,7.000,3.448,12.000,582
duplicated_code_advanced_001,emphatic,advanced,General Software,Compare,duplicate_code,4,dead_code;duplicate_code;long_parameter_list;magic_number,4,dead_code;duplicate_code;long_parameter_list;magic_number,0,9,0,5,58.000,26.000,63.452,264.548,2.672,706.982,21.000,15.517,7.000,620
duplicated_code_advanced_002,emphatic,advanced,E-commerce,Recommend,duplicate_code,0,,0,,0,10,4,8,32.000,20.000,100.000,0.000,0.000,0.000,0.000,15.625,8.000,344
duplicated_code_advanced_003,emphatic,advanced,Finance,Compare,duplicate_code,2,duplicate_code;magic_number,2,duplicate_code;magic_number,0,8,0,3,72.000,26.000,59.718,38.039,0.500,19.020,50.000,5.556,7.000,597
duplicated_code_advanced_004,emphatic,advanced,Healthcare,Analyze,duplicate_code,0,,0,,0,9,0,4,39.000,20.000,51.807,38.039,0.500,19.020,16.000,0.000,5.000,363
duplicated_code_advanced_005,emphatic,advanced,Scientific Computing,Compare,duplicate_code,1,dead_code,1,dead_code,0,7,4,4,26.000,7.000,100.000,0.000,0.000,0.000,0.000,15.385,4.000,159
duplicated_code_advanced_006,emphatic,advanced,General Software,Measure,duplicate_code,4,dead_code;duplicate_code;long_parameter_list;magic_number,4,dead_code;duplicate_code;long_parameter_list;magic_number,0,9,0,5,58.000,26.000,63.452,264.548,2.672,706.982,21.000,15.517,7.000,620
dead_code_basic_001,emphatic,basic,E-commerce,Implement,dead_code,0,,0,,0,4,0,1,17.000,10.000,83.110,41.513,1.500,62.270,5.000,17.647,2.000,139
dead_code_basic_002,emphatic,basic,Finance,Evaluate,dead_code,0,,0,,0,3,1,2,6.000,5.000,100.000,4.755,0.500,2.377,0.000,50.000,1.000,108
dead_code_basic_003,emphatic,basic,Healthcare,Write,dead_code,0,,0,,0,6,1,2,16.000,9.000,63.388,4.755,0.500,2.377,2.000,37.500,2.000,416
dead_code_basic_004,emphatic,basic,Scientific Computing,Compare,dead_code,0,,0,,2,3,0,2,12.000,5.000,87.645,4.755,0.500,2.377,2.000,8.333,4.000,82
dead_code_basic_005,emphatic,basic,General Software,Write,dead_code,0,,0,,4,4,0,2,20.000,6.000,100.000,0.000,0.000,0.000,0.000,20.000,8.000,225
dead_code_basic_006,emphatic,basic,E-commerce,Report,dead_code,0,,0,,0,4,0,1,17.000,10.000,83.110,41.513,1.500,62.270,5.000,17.647,2.000,139
dead_code_intermediate_001,emphatic,intermediate,Finance,Evaluate,dead_code,1,magic_number,1,magic_number,0,9,3,4,34.000,19.000,78.825,12.000,0.667,8.000,3.000,14.706,9.000,273
dead_code_intermediate_002,emphatic,intermediate,Healthcare,Recommend,dead_code,2,inefficient_loop;magic_number,2,inefficient_loop;magic_number,0,13,0,6,93.000,34.000,35.035,587.143,4.981,2924.637,19.000,0.000,7.000,868
dead_code_intermediate_003,emphatic,intermediate,Scientific Computing,Implement,dead_code,0,,1,dead_code,5,5,0,4,28.000,8.000,81.095,4.755,0.500,2.377,2.000,10.714,8.000,294
dead_code_intermediate_004,emphatic,intermediate,General Software,Analyze,dead_code,0,,0,,0,10,0,4,39.000,15.000,70.213,39.863,1.000,39.863,3.000,10.256,12.000,411
dead_code_intermediate_005,emphatic,intermediate,E-commerce,Analyze,dead_code,2,dead_code;magic_number,2,dead_code;magic_number,3,5,0,3,35.000,11.000,63.335,55.507,1.500,83.260,3.000,2.857,10.000,350
dead_code_advanced_001,emphatic,advanced,Finance,Measure,dead_code,2,dead_code;magic_number,2,dead_code;magic_number,3,7,0,4,55.000,24.000,57.169,217.137,4.000,868.547,28.000,5.455,12.000,584
dead_code_advanced_002,emphatic,advanced,Healthcare,Evaluate,dead_code,1,magic_number,1,magic_number,1,5,0,3,27.000,10.000,83.435,57.110,2.000,114.221,5.000,48.148,10.000,500
dead_code_advanced_003,emphatic,advanced,Scientific Computing,Compare,dead_code,0,,0,,6,8,4,2,29.000,14.000,86.577,4.755,0.500,2.377,2.000,24.138,9.000,324
dead_code_advanced_004,emphatic,advanced,General Software,Compare,dead_code,2,dead_code;magic_number,2,dead_code;magic_number,1,17,3,16,99.000,40.000,60.062,193.214,4.522,873.662,17.000,20.202,28.000,983
dead_code_advanced_005,emphatic,advanced,E-commerce,Report,dead_code,2,dead_code;magic_number,2,dead_code;magic_number,3,7,0,4,55.000,24.000,57.169,217.137,4.000,868.547,28.000,5.455,12.000,584
speculative_generality_basic_001,emphatic,basic,E-commerce,Compare,,0,,0,,0,2,1,1,8.000,6.000,100.000,0.000,0.000,0.000,0.000,12.500,1.000,64
speculative_generality_basic_002,emphatic,basic,Finance,Implement,,0,,0,,5,4,0,1,27.000,8.000,78.588,4.755,0.500,2.377,3.000,7.407,10.000,211
speculative_generality_basic_003,emphatic,basic,Healthcare,Evaluate,,0,,0,,0,17,0,4,81.000,34.000,100.000,0.000,0.000,0.000,15.000,0.000,32.000,671
speculative_generality_basic_004,emphatic,basic,Scientific Computing,Write,,0,,0,,4,5,0,2,27.000,13.000,76.373,25.266,0.500,12.633,5.000,11.111,7.000,221
speculative_generality_basic_005,emphatic,basic,General Software,Measure,,2,dead_code;magic_number,2,dead_code;magic_number,5,6,0,5,39.000,12.000,71.379,31.020,0.800,24.816,5.000,10.256,11.000,324
speculative_generality_basic_006,emphatic,basic,E-commerce,Report,,0,,0,,0,2,1,1,8.000,6.000,100.000,0.000,0.000,0.000,0.000,12.500,1.000,64
speculative_generality_intermediate_001,emphatic,intermediate,Finance,Measure,,1,magic_number,1,magic_number,3,4,1,3,22.000,12.000,85.421,4.755,0.500,2.377,2.000,13.636,6.000,226
speculative_generality_intermediate_002,emphatic,intermediate,Healthcare,Design,,1,dead_code,1,dead_code,3,5,1,2,21.000,12.000,100.000,0.000,0.000,0.000,1.000,14.286,7.000,297
speculative_generality_intermediate_003,emphatic,intermediate,Scientific Computing,Analyze,,0,,0,,4,5,0,4,29.000,8.000,81.583,13.932,1.333,18.575,1.000,17.241,9.000,311
speculative_generality_intermediate_004,emphatic,intermediate,General Software,Analyze,,2,broad_except;dead_code,2,broad_except;dead_code,9,5,0,2,45.000,13.000,70.354,2.000,0.500,1.000,6.000,2.222,14.000,299
speculative_generality_intermediate_005,emphatic,intermediate,E-commerce,Design,,1,dead_code,1,dead_code,4,1,0,1,10.000,3.000,72.138,4.755,0.500,2.377,0.000,0.000,4.000,77
speculative_generality_advanced_001,emphatic,advanced,Finance,Implement,,0,,1,dead_code,6,6,1,4,40.000,28.000,53.646,301.268,6.207,1869.939,10.000,2.500,14.000,419
